,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,-1.3908586661588824,-1.4441574584932082,1.0518203536653954,-0.8766249527007806,0.7449303953348861,-0.6064867151678455,1.2075726615800972,-0.1704312162418043,-0.41001567073486433,-1.0240052121949188,-0.8697396097283868,0.5538830103141941
1,-1.2999863656379582,-1.3340771481625402,-1.4571968491028238,-0.8388134291091993,-1.3424072990744942,-0.32888159259080463,0.23086358304559246,-0.23510628720418014,0.8016216613555804,-1.278420298110831,-1.8181964003535436,1.8369914229373172
2,-0.22899139521277537,-0.7889175160487556,-0.8996374707098862,-0.6989107918203472,0.7449303953348861,-0.617843288364179,-0.8531608946617834,-0.23091893660714033,-0.8398423220630389,0.3273142605387787,0.9722244837102523,2.4007837882723235
3,-1.8192566543289557,-0.9776266194727581,-1.4571968491028238,-0.4808643391088935,0.7449303953348861,-0.609010398100364,1.575371059354597,-0.23507433110751855,0.916693363285958,-0.41507730164207973,2.1483711025891283,1.5596748360698418
4,-1.7932931398944056,-1.6695599986940999,1.0518203536653954,-1.507132108590403,-1.3424072990744942,-0.5307762271922889,1.4936380820713748,-0.20798174892376037,-0.44386028894968116,-1.3910302541719723,-1.4023862480952605,3.7922201812814906
5,-1.6504938105043816,0.13366032291303406,-0.3420780923169486,0.25488489077729776,-1.3424072990744942,-0.5698933126463265,0.4433693239819701,-0.23510628720418014,1.072378607074116,-1.3785180368318455,-1.5963061840398676,1.6594826382232757
6,-1.027369464075184,-1.5123024125074314,-1.4571968491028238,-2.512603540096543,0.7449303953348861,-0.4474946904191766,1.6448440900453358,-0.2271469305025195,-0.3084818160904136,-1.436908384419104,-0.7775698275673216,0.6194123096853587
7,-2.63061648040864,-1.2659321941483173,-0.6208577815134174,-0.4644793455525416,0.7449303953348861,-0.5320380686585482,-0.20640784541964624,-0.21849250750742305,-0.4641670598785713,-1.6954942094483918,0.6438122810041382,0.9425704983650742
8,-0.7482616839037729,-1.7848822285643238,0.49426097527245777,-2.0513029522792476,0.7449303953348861,-0.34780921458469377,2.057595625325608,-0.22629081226304373,1.3363666291496874,-1.0365174295350457,0.031586157282748294,1.3312579864159544
9,-0.8066795913815101,0.5215623688401498,0.49426097527245777,0.24417162575968307,0.7449303953348861,-0.5837735687751785,-0.873876117754216,3.8674801277093085,-0.6063144563808023,-0.39839434518857725,-0.31290345067487735,2.097054648883757
10,-1.851711047372143,-2.513509044562555,-0.06329840312047981,-1.362187934822674,0.7449303953348861,-0.58124988584266,2.9362251311202465,-0.23506356605638848,-0.45062921259264455,-1.149127385596187,1.2310046367311651,-0.24638994478770604
11,-1.695929960764844,-1.129642286119871,-0.6208577815134174,-0.09298112626525264,0.7449303953348861,-0.6001775078365491,2.556166786753263,-0.23510628720418014,-0.5183184490222784,-1.2742495589974554,2.177259043075293,-0.39143076459390796
12,-1.6050576602439193,-1.0824650102638704,1.330600042861864,-0.9944708678945433,0.7449303953348861,-0.5711551541125857,-0.732359554237181,-0.21578005367938108,3.4347329584683344,-1.424396167078977,-0.2779589534158833,4.369720904808608
13,0.3681694367818726,-1.4965766538887646,1.0518203536653954,-3.402434728618429,0.7449303953348861,-0.5509656906524373,0.1736504989473369,-0.2344273261053484,-0.9034702043068946,0.8403151714839786,-1.0248608759221989,0.9480477558003236
14,-1.8387292901548682,-1.6695599986940999,1.0518203536653954,-2.368919750448533,-1.3424072990744942,-0.49292098320451055,0.40250283534035897,4.910079567862943,0.35487270091999756,-0.69034608312487,0.2214683887121356,5.868055105429059
15,-2.0788917986744546,-0.09174221728785788,1.609379732058333,-0.6459746587921332,0.7449303953348861,-0.5913446175727342,-0.8100058826562421,1.6297057195746787,-0.4709359835215347,-1.2700788198840798,-1.5005391742197882,4.602200053726972
16,-0.3977542390373491,-1.5542377688238764,-0.3420780923169486,-1.2452873077187008,-1.3424072990744942,-0.6266761786279939,-0.6894497411634893,-0.23505534393072222,-0.7213861583111798,-1.553689079593621,0.7970248141543921,2.3534815844773505
17,-1.3064772442465955,-1.9002044584345474,0.7730406644689266,-2.091635244110268,-1.3424072990744942,-0.609010398100364,1.2933922877274806,6.554504701113392,0.009657595128865142,-1.6120794271808796,-1.5183784868961236,2.8971450287378153
18,-0.9235154063369848,-1.533270090665654,1.609379732058333,-1.6791745409320995,-1.3424072990744942,-0.5976538249040305,-0.26362092951790184,2.375630522286222,-0.6624965226173983,-1.499469471119738,0.23963805903062535,2.2626503986761306
19,-1.8971471976326053,-1.9840751710674371,0.215481286075989,-0.6620445563185555,-1.3424072990744942,-0.6039630322353269,1.0359334092853312,-0.23509696314414627,-0.5386252199511685,-1.4827865146662358,-1.2790160219529507,0.22647994712216024
20,-0.17706436634367553,-0.6421437689411981,0.49426097527245777,-1.254740188616596,0.7449303953348861,-0.5749406785113637,-0.14510811245722968,-0.2348731857033328,0.8354662795703973,0.24807021738464205,-0.11527616785720464,1.034071126741713
21,-0.9494789207715343,-1.695769596391878,1.0518203536653954,-0.1960175280523124,0.7449303953348861,-0.4474946904191766,2.637899764036485,-0.23510628720418014,-0.4844738308074615,-1.2158592114101967,0.19243362260723618,-1.0471345526131972
22,-0.5145900539928236,-2.2723807457429968,0.215481286075989,-2.0793464989430044,0.7449303953348861,-0.5787262029101413,2.6746796038139355,-0.23509297922758632,-0.5602857756086513,-0.8029560391860112,-0.4865247448293336,-0.7423860347575143
